Item Type Metadata:NewspaperText,Item Type Metadata:Date of meeting,Item Type Metadata:Place,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,Item Type Metadata:Newspaper,Dublin Core:Date,itemType,geolocation:map_type,geolocation:address,Item Type Metadata:meeting date
"DARLINGTON.   A public meeting will be hold on Monday evening next, at half-past seven o clock in the Association Room, above Mr. Bragg s shop, PrieBt-gate, for, the purpose of adopting the National Petition of the industrious classes. A mumerous meeting is requested. ",,Darlington,54.527,-1.5526,7,Northern Star,06/11/1841,Meeting,,,08/11/1841
"LONDON.   Mr. Benbow will lecture to the. Shoemakers  Charter Association, at ihe Star Coffee House, Golden-lane, on Sunday evening, at eight o clock.",,London,51.5073219,-0.1276474,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"SUNDERLAND.   Mr. Binns will speak at the Life Boat House, at half-past two ; and, on Tuesday evening, at the Arcade. Several friends will address the meeting.	",,Sunderland,54.9063791,-1.375053,7,Northern Star,06/11/1841,Meeting,,,09/11/1841
"CRAMLINGTON AND SEGHILL.   In consequence of the extreme wetness of the weather on Sunday morning last, Mr. Williams was unable to visit those places; but he trusts at an early day to make atonement for this disappointment.",,Cramlington And Seghill,55.0902319,-1.5932099,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"TROWBRIDGE.   The Council of the National Charter Association in this town, have agreed to have the portrait of Robert Emmett raffled for on Monday evening, the 15th instant, and the money to be appropriated in purchasing petition sheets for the National Petition. As that noble patriot bled and died for the cause of freedom ; they think the money could not be put to a better-purpose. ",,Trowbridge,51.3191947,-2.2040788,7,Northern Star,06/11/1841,Meeting,,,08/11/1841
"DEPTFORD.   Mr. Keene will lecture here on Tuesday evening next, at eight o clock.	",,Deptford,51.4758453,-0.0215164,7,Northern Star,06/11/1841,Meeting,,,09/11/1841
"The South Lancashire Delegate Meeting will take place on Sunday morning. November 14th, at half-past ten o clock, in the Chartist Rooms, Brown-street, near St. Andrew s Church, Manchester, when every locality is desiied to send delegates.",,Manchester,53.5277732,-2.3187116,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"HUNSLET.   Mr. J. Parker, of Leeds, is expected to preach in the Temperance News Ftoom, on Sunday evening, at six o clock.",,Hunslet,53.7834388,-1.5359315,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"SHEFFIELD.   Mr. Beale will lecture- in the large room. Fig Tree-lane, on Sunday evening, at seven o clock.",,Sheffield,53.3806626,-1.4702278,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"	Free Discussion. - On Monday evening, Mr. Gill will propose for discussion, the following subject: - That under wise and necessary regulations, paper money is more advantageous than gold, to a commercial community.",,Free Discussion,53.3806626,-1.4702278,7,Northern Star,06/11/1841,Meeting,,,08/11/1841
"	General Council. - A general meeting of the association members, will be held on Tuesday evening, at half-past seven o'clock, in the room, Fig Tree Lane, to nominate the general Council.",,General Council,53.3806626,-1.4702278,7,Northern Star,06/11/1841,Meeting,,,09/11/1841
"CHELSEA. -  United Coffee-House, George-Street.   Mr. Dowling will lecture here bn Sunday next, at seven o clock precisely.",,Chelsea,51.4854247,-0.1654788,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"TOWER HAMLETS.   Ruffey Ridley will lecture on the past and present condition of the working classes of this country, on Sunday evening next, at the Carpenter s Arms, Brick-lane.",,Tower Hamlets,51.516667,-0.05,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"WESTMINSTER.   A lecture will be delivered at the Charter Coffee-house, Sfcretton-ground, on Sunday next, by Mr. Martin.",,Westminster,51.5001592,-0.1270244,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"HACKNEY.   Mr. Balls will lecture at Weston s Temperance Hotel, on Tuesday next, at eight o clock precisely. 	.",,Hackney,51.533333,-0.083333,7,Northern Star,06/11/1841,Meeting,,,09/11/1841
"LONGCROFT PLACE, BRADFORD.   Mr. Joseph Alderson will preach in this place on Sunday evening, at six o clock, when a collection will be made in behalf of George Flinn, now lying in the Leeds Infirmary. ",,"Longcroft Place, Bradford",53.7952463,-1.7599935,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
"ROCHDALE.   Mr. Rankin, of Salford, will lecture on Sunday next, at half-past two o'clock in the afternoon. ",,Rochdale,53.6153659,-2.1557561,7,Northern Star,06/11/1841,Meeting,,,07/11/1841
SOUTH SHIELDS.   On Tuesday evening Mr. Binns will lecture.,,South Shields,54.980714,-1.4215352,7,Northern Star,13/11/1841,Meeting,,,16/11/1841
"An East and North-Riding delegate, meeting will be held at Market-Weighton, on Sunday, the 21st inst., at Ten o clock in the forenoon, when it is expected that delegates will be present from every town in the above Ridings. Those places which cannot send delegates must send letters. All communications to be addressed (until Friday the 19th) 46 Mr. Edward Burley, 19, Bilton-street, Layer-thorp, York.",,"An East And North-riding Delegate, Meeting Will Be Held At Market-weighton, On Sunday, The 21st Inst",,,7,Northern Star,13/11/1841,Meeting,,,19/11/1841
"LONDON.   Godwin Barmby, Esq. will lecture at the Working-men s Hall, Circus-street, New Road, on Sunday evening next, at Seven o clock.",,London,51.5073219,-0.1276474,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"WEST RIDING.   Mr. West, the West Riding lecturer, will lecture at Sheffield on Monday, Nov. 15th; Barnsley, Tuesday, 16th ; Holmfirth, Wednesday, 17th ; Honley, Thursday, 13th ; Huddersfield, Friday, 19th ; Rippendon, Saturday, 20th; Bradford, Monday, 22d ; Keighley, Tuesday, 23rd ; Howarth Wendesday, 24th; Thorntons, Thursday 25th; Batley, Friday, 26th; Morley, Saturday, 27th; Hunslet, Monday, 29th; Horbury, Tuesday, 30th.",,West Riding,53.75,-1.666667,7,Northern Star,13/11/1841,Meeting,,,18/11/1841
"MANCHESTER.   A public tea party and ball will be hold on Wednesday evening, the 17th of November, 1841, at the Hall of Science, Camp-field. A full and efficient quadrille band will be in attendance. Ladies  tickets 9d., Gentleman s 1s. 3d. Tickets for the ball only, 6d. Doors open at half-past six o clock, tea on the table at seven. Tickets may be had of Mr. Abel Heywood ; at the Hop Pole Inn, Hardman-street; and of the Secretaries of the various Trades, at the respective Houses of Call. ",,Manchester,53.4791466,-2.2447445,7,Northern Star,13/11/1841,Meeting,,,17/11/1841
"ROCHDALE.   Mr. J. Linney will lecture at Rochdale, on Wednesday evening next, having returned from a tour through Warwickshire and. Staffordshire. ",,Rochdale,53.6153659,-2.1557561,7,Northern Star,13/11/1841,Meeting,,,17/11/1841
MANSFIELD.   Mr. G. J. Harney is expected to lecture here on Tuesday next.,,Mansfield,53.138624,-1.1935052,7,Northern Star,13/11/1841,Meeting,,,16/11/1841
"STANNINGLEY.   Mr. Ross, of New Leeds, will deliver a lecture in the Association-room, Primrose Hill, on Sunday afternoon, at two o clock.",,Stanningley,53.806126,-1.6631631,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"LEEDS.   The O Connor Demonstration Committee.  In the absence of the Secretary, and in compliance with the written request of five members of the Committee, I hereby convene a meeting of the Committee, to be held in the Association-room, Shambles, on Wednesday evening next, at half-past seven o clock, for the purpose of finally settling the accounts.  J. Hobson, Treasurer to said Committee.",,Leeds,53.7974185,-1.5437941,7,Northern Star,13/11/1841,Meeting,,,17/11/1841
"Route for NORTH LANCASHIRE:   Monday, Nov. 22d, at Preston; 23d, at Lancaster; Wednesday, 24th, at Clithero; Thursday, 25th, at Sabden; Friday, 26th, at Barnoldswick; Saturday, 27th, at Burnley; Monday,29th,at Blackburn; Tuesday 30th, at Padiham; Wednesday, Deo. 1st, at Colne; Thursday, 2d, at Bacup; Friday, at Baxenden; and on Saturday, the 4th, at Chorley.",,"Route For North Lancashire: Monday, Nov",,,7,Northern Star,13/11/1841,Meeting,,,16/11/1841
"County Delegate Meeting - A meeting of delegates for the county of Chester and the Potteries will assemble at Congleton, on Sunday next, the 14th inst., when the following places are requested to send delegates, or to write their wishes, addressed to John Burgess, secretary, N. C. Association, Bug-lawton, Congleton : viz.  Hanley and Potteries, generally ; Mottram, Hazlegrove, New Mill, Hyde, Stockport, Macclesfield, and any other place wishing the services ofa lecturer.",,Congleton,53.1631463,-2.2110691,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"MANCHESTER.   Mr. James Duffy, will lecture at Manchester, on Monday next; at Eccles, on Tuesday; and at Bolton, on Wednesday.",,Manchester,53.4791466,-2.2447445,7,Northern Star,13/11/1841,Meeting,,,15/11/1841
"FINSBURY.   Mr. W. Balls will deliver a lecture to the Chartists of Finsbury, at Lunt s Coffee-House, on Monday evening next.",,Finsbury,51.5265742,-0.1070713,7,Northern Star,13/11/1841,Meeting,,,15/11/1841
"WEST AUCKLAND.   The Chartists of this place, will meet next Sunday evening, at the house of Mr. Richard Lee, shoemaker, for the transaction of important business. The chair to be taken at six o clock.",,West Auckland,54.6318,-1.721,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"BERMONDSEY.   A public meeting of the inhabitants of Bermondsey, will, take, place on Monday evening next at the Temperance Coffeehouse, Abbey-street, to take into consideration the best alleviating the sufferings of the starving millions of England, Ireland, Scotland and Wales. Mr. Jeanes of Snowsfields, will take the chair at half-past eight o clock.",,Bermondsey,51.5017679,-0.0697911,7,Northern Star,13/11/1841,Meeting,,,15/11/1841
"CHELSEA.   Mr. Martin will lecture at the United Coffee-house, George-street, on Sunday evening, at seven o clock.
	
",,Chelsea,51.4854247,-0.1654788,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"HACKNEY.   Mr. Russell will lecture at Wiston s Temperance Hotel, on Tuesday evening, at eight o'clock.",,Hackney,51.546571,-0.058759,7,Northern Star,13/11/1841,Meeting,,,16/11/1841
"Delegate Meeting.   A meeting of delegates from the associations of Bilson, Darlaston, Wednesbury, and Walsall. It will be held on Sunday next, at Mr. J. Nicholl s, the Seven Stars, Darlaston, to take immediate means to form a district   council for the Southern Division of Staffordshire. The chair will be taken at ten o clock. ",,Darlaston,52.567544,-2.032828,7,Northern Star,13/11/1841,Meeting,,,14/11/1841
"Notice of Mr. O Connor s Yorkshire Tour.   In consequence of applications from; Huddersfield in accordance with previous arrangements, Mr. O Connor has been induced to make the following trifling alteration in his route. He will be at Sheffield on Friday, 3d December, instead of Saturday the 4th, and will be at Huddersfield, on Satur-day, the 4th. Since printing the above we have received a notification from Mr. O Connor, that, in compliance with the request of his Oldham friehds, he will postpone his visit to that place (Oldham) to the 27th instant, (Saturday next.) ",,Notice Of Mr,,,7,Northern Star,20/11/1841,Meeting,,,27/11/1841
"Mr. Dean Tailor s Route for the ensuing Week.  Sunday and Monday, Newark ; Tuesday, Radford ; Wednesday, Lenton; and Thursday, Beeston.	",,Mr,,,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"Mr. Stallwood's Tour   Mr. Stallwood, the East and North Riding Lecturer, will visit the following places during the following week, viz.:; Hull, on Monday, 22nd ; Beverley, Tuesday, 23rd ; Market Weighton, Wednesday, 24th; Driffield, Thursday:; 25th ; Bridlington, Friday, 26th ; and Scarborough, Saturday and Sunday, 27th and 28th. ",,Mr,,,7,Northern Star,20/11/1841,Meeting,,,27/11/1841
"The East and North Riding Delegate Meeting will take place at Mr. Sturdy s Black Horse Inn, Market Weighton on Sunday (to-morrow), at ten o clock in the morning, when it is/expected that delegates will be present from all towns in the above district.	",,Market Weighton,53.8653697,-0.6678245,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"HUDDERSFIELD.   Mr. West will preach on Sunday evening next, November the 21st, at six o clock, in the Association Room, Upperhead-row.",,Huddersfield,53.6467031,-1.7832077,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
BATH.   W. P. Roberts lectures here to-morrow (Sunday) night.,,Bath,51.3813864,-2.3596963,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"SHEFFIELD.   Mr. Otley will lecture in the large room, Fig-tree Lane, on Sunday (to-morrow) evening, at seven o clook. Subject   Republican Government. 
	.	
DERBY.   A County Delegate Meeting will be held here, on Sunday, (to-morrow,) at the house of Mr. Jackson, co-operative store, corner of Wright-Street. Important business will be transacted, and a full attendance of delegates from all the districts is requested.",,Sheffield,53.3806626,-1.4702278,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"WOLVERHAMPTON.   On Tuesday evening next, Nov. 23rd, there will he a tea-party and ball at Mr. Mogg s, Temperance Hotel, the profits to go towards the expences of the fund for sending a member to sit id the ensuing Convention.",,Wolverhampton,52.59078695,-2.13056539,7,Northern Star,20/11/1841,Meeting,,,23/11/1841
"	Mr. Clissett, of Mill Bridge, will preach a sermon in the Chartist Chapel, Longcroft Place, on Sunday morning, at half-past ten o clock. ",,Mr,53.7954278,-1.7597662,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"ROCHDALE.   The Demonstration Committee are requested to meet in the Association Room on Sunday morning at ten o clock, Mr. Littler will lecture in the same place in the afternoon at half-past two o clock.	",,Rochdale,53.6153659,-2.1557561,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"HONLEY.   A district delegate meeting will be held on Sunday next, the 21st day of November, at three o clock in the afternoon, at the house of Mr. C. Wood, Honlev, when delegates from Meltham, Holmfirth, Shelley. Burton, Lepton, Almondbury, and Huddersfield are requested, to attend as business of importance is to be done.",,Honley,53.6022372,-1.7891409,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"MANCHESTER.   Mr. Griffin will lecture in the Chartist Room, Brown-street, on Sunday evening, in which he intends to do justice to the cotton masters for their reductions, and the league for their nibbling policy. ",,Manchester,53.4791466,-2.2447445,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"LONDON.   On Sunday evening next, a lecture will be delivered in the association rooms. Star Coffee House, Golden-lane, by Mr. M Grath, when a full meeting is expected. ",,London,51.5073219,-0.1276474,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"WALWORTH.   Council to meet to-morrow (Sun-day), chair to be taken at half-past four precisely Members desired to be punctual to time.",,Walworth,51.4898,-0.0905,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"HUDDERSFIELD.   Mr. West will preach on Sunday evening next, November the 21st, at six o clock, in the Association Room, Upperhead-row.",,Huddersfield,53.6467031,-1.7832077,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"DARLINGTON.   The Chartists of this town will in future meet in the commodious room, lately occupied by the Social body in Park-street; the meeting night, in the future will be on Tuesday instead of Wednesday.",,Darlington,54.527,-1.5526,7,Northern Star,20/11/1841,Meeting,,,23/11/1841
HUNSLET. - Mr. Parker is expected to preach here on Sunday evening at six o clock.,,Hunslet,53.7834388,-1.5359315,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"UPPER WORTLEY, NEAR LEEDS.   Mr. T. B. Smith will preach in the Chartist-room on Sunday afternoon, at two o'clock.",,"Upper Wortley, Near Leeds",,,7,Northern Star,20/11/1841,Meeting,,,21/11/1841
"In compliance with the Barnsley requisition, Mr. O Connor states that he is engaged on Monday, the 6th, but that he will visit Barnsley on a Monday, and will give notioe of the time. He will also postpone his visit to Sheffield till the day following his visit to Barnsley. As Mr. O Connor does not go to Barnsley on Friday next, he will on that day visit Selby, where he will address the Chartists at eight o clock in the evening. All those places in Yorkshire and Lancashire to which Mr. O Connor has promised to go shall have his attention in due time. He receives so many letters that it would be impossible to answer one in every ten. He complains of being ill with a bad sore throat, occasioned by the procession at Rochdale.",,"In Compliance With The Barnsley Requisition, Mr",,,7,Northern Star,27/11/1841,Meeting,,,03/12/1841
"MR. Mason s route for the present week was received too late for our last number. He will be at Kidderminster on Saturday (this evening). The sub-secretaries of the various towns in the Birmingham district are earnestly requested to correspond immediately with Mr. George White, 39, Bromsgrove-street, Birmingham, stating the number of petition sheets, that they require, and remitting the necessary amount for the same, together with their arrears to the lecturers1 fund, which they will ascertain by looking at the report of the last delegate meeting held in Birmingham.",,Mr,,,7,Northern Star,27/11/1841,Meeting,,,04/12/1841
"CITY OF LONDON.   A discussion will take place on Monday evening, Nov. the 29th, at the the Jolly Butchers, Warwick-lane, Newgate, between Mr. French and Mr. J. W. Parker; the former is to prove to the satisfaction of the printers, bookbinders, and others in the vicinity, that Chartism is all humbug; Mr. Parker, on the contrary. The public to have free admission.",,City Of London,51.5145109,-0.0892154,7,Northern Star,27/11/1841,Meeting,,,29/11/1841
"PORTSMOUTH.   The Chartists of Plymouth and Portsea are earnestly requested to attend early at their usual place of mooting on Sunday evening, 4th of December.",,Portsmouth,50.8148511,-1.0965217,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"MR. Doyle s Route.   Mr. C. Doyle will lecture in the following places the ensuing week Sunday, 28th, in Stockport; Monday, 29th, Congleton; Tuesday, 30th, in Hazlegrove; Wednesday and Thursday, in Wilmslow, to open a Charter Association; and on Saturday, in New Mills. The indefatigable labours of this worthy lecturer are doing a vast amount of good. It is requested that no lecturer, in future, will visit any of the districts in Cheshire without first communicating with the sub-secretary of each place. ",,Mr,,,7,Northern Star,27/11/1841,Meeting,,,01/12/1841
"ROTHERHAM. - On Sunday evening, the 28th inst., Mr. Otley will lecture here in the reading room, at Mr. Ross's, Rose and Crown, Quarry Hill, to commence at six o'clock. A room has been taken for regular lectures.",,Rotherham,53.4334836,-1.3672525,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"MARYLEBONE. - Mr. Campbell will lecture in Circus-street, on Sunday (to-morrow) evening, the 28th instant.",,Marylebone,51.518421,-0.1479115,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
TOWER HAMLETS. - Dr. McDouall will lecture at the Carpenters' Arms on Sunday evening next.,,Tower Hamlets,51.516667,-0.05,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"WANDSWORTH. - Dr Mr Douall will lecture at the King's Head Inn, on Monday evening next, the 29th instant.",,Wandsworth,51.4570271,-0.1932607,7,Northern Star,27/11/1841,Meeting,,,29/11/1841
"LEEDS.   A meeting of the O Brien Press Committee will be held in the Association-room, on Sunday morning, at ten o clock, upon business of great importance. Every member of the Committee is earnestly requested to attend. The address of the Secretary is, Mr. Brooke, Kirkgate, corner of Vicar-lane.",,Leeds,53.7974185,-1.5437941,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"SALFORD.   Mr. James Cartledge, of Manchester, will lecture here next Sunday night, at half-past six o'clock in the evening. Mr. James Bronterre O'Brien will lecture in the Town Hall, Salford, on Monday, Dec. 6th, 1841.",,Salford,53.4877463,-2.2891921,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"DERBYSHIRE.   Mr. Bairstow will lecture at the following places the ensuing week, at seven o clock each evening, when the National Petition of the industrious classes will be submitted for their adoption - At Duffield, on Monday, Nov. 29th; at Bonsall on Tuesday, Nov. 30th ; at Matlock Bridge, on Wednesday, Dec. 1st; at Swanwick, on Thursday, Dec, 2nd; at Helper, on Friday, Dec. 3rd ; at Millford, on Saturday, Dec. 4th. He will preach in the Belper Market Place, if the weather permit, on Sunday the 5th, at half-past one; and at Holbrook Moor, in the Chartist-room, at six o clock in the evening.",,Derbyshire,53.1185033,-1.556617831,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"HUNSLET.   Mr. Parker will preach on Sunday evening, at six o clock, in the Temperance News Room. Mr. West, the West Riding lecturer, will deliver a lecture in the same place.",,Hunslet,53.7834388,-1.5359315,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"UPPER WORTLEY.   Mr. T. B. Smith will preaoh in the Chartist Room on Sunday next, m the afternoon, at two o clock, and in the evening at six.",,Upper Wortley,53.78615685,-1.585932142,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"WOODHOUSE.   Mr. T. B. Smith will deliver a lecture on Universal Suffrage, and Vote by Ballot, at the Black Bull, on Monday evening, at eight o clock.",,Woodhouse,53.809834,-1.554578,7,Northern Star,27/11/1841,Meeting,,,29/11/1841
"DEWSBURY.   Mr. West, the West-Riding Lecturer, will lecture in the Large Room, over the Co-operative Stores, on Sunday evening, Nov. 28th, at half-past six o clock.",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"A West-Riding Delegate meeting will be held on Sunday next, Nov. 28th, at Dewsbury.",,"A West-riding Delegate Meeting Will Be Held On Sunday Next, Nov",,,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"MANCHESTER.   Sermons for the Rev. W. V. Jackson s Church.  The Rev. W. Hill, Editor of the Star, will preach two sermons to-morrow, (Sunday) the 28th, in the Hall of Science, Camp Field, Manchester; in the afternoon, at half-past two o clock, in the Upper Room; and in the evening, at six, in the Lower Room; two-pence admission, towards helping forward the York-street Sunday School and Church worshipping under the pastoral care of the Rev. W. V. Jackson.",,Manchester,53.4791466,-2.2447445,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"LONDON.   Tailors.  Mr. Martin will lecture at Red Lion, King-Street, on Sunday evening.",,London,51.5073219,-0.1276474,7,Northern Star,27/11/1841,Meeting,,,28/11/1841
"
Mr Duffy s Route   Middleton, Saturday Dec. 11th, at eight o clook in the evening; Ashton, Sunday, the 12th, at six o clock in the evening; Lees, Monday, the 13th, at eight o clock in the evening; Rochdale, Tuesday, the 14th; Mossley, Wednesday, the 15th ; Royton, Thursday, the 16th; Oldham, Friday, the 17th ; Delph, Saturday, the 18th. All the places are requested to send their quota to the treasurer, by the lecturer.",,"Mr Duffy S Route Middleton, Saturday Dec",,,7,Northern Star,11/12/1841,Meeting,,,18/12/1841
"Lecture.   On Sunday evening next, Mr M'Grath will leeture at the Star Coffee House, Golden-lane, at seven o clock in the evening.",,Golden Lane,51.5213731,-0.0942386,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
LIMEHOUSE.   Mr. Fussell will lecture on Tuesday next. ,,Limehouse,51.5123555,-0.0393365,7,Northern Star,11/12/1841,Meeting,,,14/12/1841
LAMBETH.   Mr. Farrer will lecture here on Tuesday next.,,Lambeth,51.5013012,-0.117287,7,Northern Star,11/12/1841,Meeting,,,14/12/1841
HACKNEY. - Mr. Wheeler will lecture here on Tuesday next.,,Hackney,51.533333,-0.083333,7,Northern Star,11/12/1841,Meeting,,,14/12/1841
"COMMERCIAL ROAD. - Mr. Balls will lecture at the Volunteer, on Wednesday evening, at half-past seven o clock.",,Commercial Road,51.5134983,-0.0486478,7,Northern Star,11/12/1841,Meeting,,,15/12/1841
"SOUTH LANCASHIRE.   The South Lancashire Delegate Meeting will be held on Sunday morning, December 19th, at ten o clock, in the Chartist Room, Brown-street, Manchester, when each locality is requested to send a delegate, as important business, respecting the coming convention, will be laid before the meeting.",,South Lancashire,53.8849416,-2.5758971,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"YORK.   The members of the National Charter Association, York, intend to have a tea-party and ball, in their large room, in Fossgate, in aid of the funds of the Association, on Monday evening, Dec. 27th. The following members have been appointed as a committee to make the necessary arrangements, viz, Messrs, Croft, Inglis, Cordeux, Burley, and Brown. Tickets 1s. each.",,York,53.9583807,-1.0786396,7,Northern Star,11/12/1841,Meeting,,,13/12/1841
"NEWCASTLE.   A public meeting will be held in the Chartist Hall, Goat Inn, Cloth Market, Newcastle, on Monday evening next, at half-past seven o clock, to memorialise the Queen for the return of Messrs. Frost, Williams, and Jones.",,Newcastle,54.9770924,-1.6142059,7,Northern Star,11/12/1841,Meeting,,,13/12/1841
"COUNTY OF NORTHAMPTON.   A delegate meeting will be held on Sunday next, the 12th of December, to take into consideration questions of importance connected with the agitation of the Charter in this county.",,Northampton,52.2397844,-0.8803981,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"ECCLES.   Mr. Thomas Clarke, of Stockport, will lecture here on Monday night next.",,Eccles,53.4824,-2.339,7,Northern Star,11/12/1841,Meeting,,,13/12/1841
"The Surrey Council will meet at 1, China Walk, Lambeth, on Sunday next. Chair taken at four o clock, when the balance sheet of the last quarter will be laid before the meeting, and other important business relating to the well-being of the Association generally.",,Lambeth,51.495397,-0.1126751,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"MARYLEBONE.   Mr. J. Savage will lecture on Sunday afternoon, at five o clock, in the working men s Hall, Circus-street, New Road.",,Marylebone,51.518421,-0.1479115,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
BARNSLEY. - The Odd Fellows  Sunday School feast will take place on the 3rd of January next. There will be a tea party and ball.,,Barnsley,53.5527719,-1.4827755,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"BARNSLEY.   The general Chartist meeting will be held on Monday next, when business of importance will bo brought forward.",,Barnsley,53.5527719,-1.4827755,7,Northern Star,11/12/1841,Meeting,,,13/12/1841
"HUNSLET.   Mr. Stansfield, of Armley, will preach in the Temperance News Room, on Sunday evening, at six o clock.",,Hunslet,53.7834388,-1.5359315,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"DEWSBURY.   In compliance with the wishes of the Chartist Council, Mr. T. B. Smith will deliver two sermons on Sunday next (to-morrow) in the pavilion erected for the O Connor Demonstration. Divine service will commence in the afternoon at two o clock, and at six in the evening.",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"DEWSBURY.   Chartist Sermons.   Mr. Hill will preach two sermons in the new Pavilion, on Sunday the 19th instant, at half-past two in the afternoon, and six in the evening.",,Dewsbury,53.6909103,-1.6302142,7,Northern Star,11/12/1841,Meeting,,,12/12/1841
"CITY OF LONDON.   Mr. Farrer will lecture at 55, Old Bailey, on Tuesday next. Subject. the Corn Laws.",,City Of London,51.5145109,-0.0892154,7,Northern Star,18/12/1841,Meeting,,,21/12/1841
"HACKNEY.   Mr. Fussell will lecture at Weston s Temperance Hotel, ou Tuesday next.",,Hackney,51.533333,-0.083333,7,Northern Star,18/12/1841,Meeting,,,21/12/1841
"LIMEHOUSE.   Mr. Ruffey Ridley will lecture at the Association Rooms, on Tuesday next.",,Limehouse,51.5123555,-0.0393365,7,Northern Star,18/12/1841,Meeting,,,21/12/1841
"TAILORS.   Mr. Farrer will lecture at the Three Doves, Berwick-street, on Wednesday next.",,Berwick Street,51.5140124,-0.1351636,7,Northern Star,18/12/1841,Meeting,,,22/12/1841
"SHOEMAKERS.   Mr. Fussell will lecture at the Northern Star Coffee Rooms, on Sunday next. Subject, Church Property.",,Shoemakers,,,7,Northern Star,18/12/1841,Meeting,,,19/12/1841
"WALWORTH AND CAMBERWELL.   A public meeting for the adoption of the National Petition, will be held at the Montpelier Tavern, on Monday next. Messrs. Ruffy, Ridley, Wheeler, Martin, and others, will attend and address the meeting.",,Walworth And Camberwell,51.484797,-0.096458,7,Northern Star,18/12/1841,Meeting,,,20/12/1841
"WESTMINSTER.   Mr. Martin will lecture at the Charter Coffee House, Stretton Ground, on Sunday next.",,Westminster,51.5001592,-0.1270244,7,Northern Star,18/12/1841,Meeting,,,19/12/1841
"FINSBURY.   Mr. Stallwood will lecture at Lunt s Coffee Room, Clerkenwell Green, on Monday next.",,Finsbury,51.5265742,-0.1070713,7,Northern Star,18/12/1841,Meeting,,,20/12/1841
"LAMBETH.   Mr. Stallwood will lecture at 1, China Walk, on Monday next.",,Lambeth,51.5013012,-0.117287,7,Northern Star,18/12/1841,Meeting,,,20/12/1841
"TAILORS.   Mr. Fussell will lecture at the Two Chairmen, Wardour-street, on Monday next.",,Two Chairmen,51.5138238,-0.1326154,7,Northern Star,18/12/1841,Meeting,,,20/12/1841
"GLOBE FIELDS.   Mr. Knight will lecture at the Hit or Miss, 79, West-street, on Sunday evening, Dec. 19th, at eight o clock precisely.",,Globe Fields,51.523287,-0.054737,7,Northern Star,18/12/1841,Meeting,,,19/12/1841
"LAMBETH.   The shareholders of the Chartist Hall, 1, China Walk, will meet on Wednesday evening, the 22nd inst., on important business.",,Lambeth,51.5013012,-0.117287,7,Northern Star,18/12/1841,Meeting,,,22/12/1841
